pl_name,hostname,pl_letter,default_flag,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_facility,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,ttv_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_bmag,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate;;;;
8 UMi b,8 UMi,b,0,1,1,0,Radial Velocity,2015,Bohyunsan Optical Astronomical Observatory,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=LEE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...584A..79L/abstract target=ref>Lee et al. 2015</a>,93.40000000000,0.4900000000,,,,476.74500000,1.50000000,Msini,,0.060000,,,,0,<a refstr=LEE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...584A..79L/abstract target=ref>Lee et al. 2015</a>,K0,4847.40,9.900000,1.800000,-0.0300,[Fe/H],2.570000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h56m48.40s,224.2016850,+74d54m03.38s,74.9009379,162.55200000,7.8340000,6.8329500,4.5150000,6.5589600,2018-04-25,2015-12,2015-10-15;;;;
AB Aur b,AB Aur,b,1,1,1,0,Imaging,2022,Subaru Telescope,0,0,0,0,0,0,0,0,1,0,Published Confirmed,0,<a refstr=CURRIE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp...76C/abstract target=ref>Currie et al. 2022</a>,,93.9000000000,,,2860.45566300,2860.45566300,9.00000000,Mass,,0.400000,,,42.60000,0,<a refstr=CURRIE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp...76C/abstract target=ref>Currie et al. 2022</a>,,9770.00,,2.400000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h55m45.85s,73.9410446,+30d33m03.92s,30.5510888,162.12700000,7.1930000,7.0760000,4.2300000,7.0785400,2022-04-12,2022-04,2022-04-12;;;;
AF Lep b,AF Lep,b,1,1,1,0,Imaging,2023,Paranal Observatory,0,0,0,0,1,0,0,0,1,0,Published Confirmed,0,<a refstr=FRANSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230205420F/abstract target=ref>Franson et al. 2023</a>,8030.00000000000,8.4000000000,,,1017.05090240,1017.05090240,3.20000000,Mass,,0.240000,,,50.00000,0,<a refstr=FRANSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230205420F/abstract target=ref>Franson et al. 2023</a>,F8 V,6130.00,1.250000,1.200000,0.1900,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h27m04.78s,81.7699216,-11d54m04.23s,-11.9011752,26.85640000,6.8540000,6.3320000,4.9260000,6.1864400,2023-06-12,2023-02,2023-06-12;;;;
AF Lep b,AF Lep,b,0,1,1,0,Imaging,2023,Paranal Observatory,0,0,0,0,1,0,0,0,1,0,Published Confirmed,0,<a refstr=DE_ROSA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230206332D/abstract target=ref>De Rosa et al. 2023</a>,9060.00000000000,9.3000000000,,,1366.66215010,1366.66215010,4.30000000,Mass,,0.320000,,,98.00000,0,<a refstr=DE_ROSA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230206332D/abstract target=ref>De Rosa et al. 2023</a>,F8 V,6140.00,,1.130000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h27m04.78s,81.7699216,-11d54m04.23s,-11.9011752,26.85640000,6.8540000,6.3320000,4.9260000,6.1864400,2023-02-25,2023-02,2023-02-25;;;;
AF Lep b,AF Lep,b,0,1,1,0,Imaging,2023,Paranal Observatory,0,0,0,0,1,0,0,0,1,0,Published Confirmed,0,<a refstr=MESA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230206213M/abstract target=ref>Mesa et al. 2023</a>,7520.00000000000,7.9900000000,,,1664.46736746,1664.46736746,5.23700000,Mass,,0.470000,,1400.00,82.00000,0,<a refstr=MESA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230206213M/abstract target=ref>Mesa et al. 2023</a>,F8 V,6100.00,1.250000,1.201000,,,4.400000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h27m04.78s,81.7699216,-11d54m04.23s,-11.9011752,26.85640000,6.8540000,6.3320000,4.9260000,6.1864400,2023-02-25,2023-02,2023-02-25;;;;
AU Mic b,AU Mic,b,0,1,3,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=GILBERT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..147G/abstract target=ref>Gilbert et al. 2022</a>,8.46300040000,0.0644000000,4.19000000,0.37380741,,,,,,0.120000,,,89.18000,1,<a refstr=GILBERT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..147G/abstract target=ref>Gilbert et al. 2022</a>,,,0.750000,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500,9.72210000,10.2090000,8.8100000,4.5290000,7.8403800,2022-05-09,2022-04,2022-05-09;;;;
AU Mic b,AU Mic,b,0,1,3,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=KLEIN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.502..188K/abstract target=ref>Klein et al. 2021</a>,8.46321000000,,,,17.10000000,17.10000000,0.05380262,Mass,1.300000,,,,89.50000,1,<a refstr=KLEIN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.502..188K/abstract target=ref>Klein et al. 2021</a>,M1,3700.00,0.750000,0.500000,,,4.390000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500,9.72210000,10.2090000,8.8100000,4.5290000,7.8403800,2022-01-31,2021-03,2022-01-31;;;;
AU Mic b,AU Mic,b,0,1,3,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=MARTIOLI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A.177M/abstract target=ref>Martioli et al. 2021</a>,8.46300000000,0.0645000000,4.07000000,0.36310170,17.00000000,17.00000000,0.05348798,Mass,1.400000,0.000000,,593.00,89.50000,1,<a refstr=MARTIOLI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A.177M/abstract target=ref>Martioli et al. 2021</a>,,3700.00,0.750000,0.500000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500,9.72210000,10.2090000,8.8100000,4.5290000,7.8403800,2021-08-09,2021-05,2021-08-09;;;;
AU Mic b,AU Mic,b,0,1,3,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,0,0,1,0,0,0,0,0,0,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,,4.02692583,0.35925888,,,,,,,76.6379,754.62,,1,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3588.00,0.698009,,,,4.601980,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500,9.72210000,10.2090000,8.8100000,4.5290000,7.8403800,2022-08-10,2017-07,2022-08-10;;;;
AU Mic b,AU Mic,b,0,1,3,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=CALE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..295C/abstract target=ref>Cale et al. 2021</a>,8.46299910000,0.0645000000,,,20.12000000,20.12000000,0.06330460,Mass,1.320000,0.186000,,,,1,<a refstr=CALE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..295C/abstract target=ref>Cale et al. 2021</a>,,,,0.500000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500,9.72210000,10.2090000,8.8100000,4.5290000,7.8403800,2022-05-09,2021-12,2022-05-09;;;;
AU Mic b,AU Mic,b,1,1,3,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=WITTROCK_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..232W/abstract target=ref>Wittrock et al. 2023</a>,8.46308000000,0.0649000000,3.95677019,0.35300000,,,,,,0.005770,21.2000,600.00,89.57917,1,<a refstr=WITTROCK_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..232W/abstract target=ref>Wittrock et al. 2023</a>,,3678.00,0.744000,0.510000,0.2300,[Fe/H],4.404000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500,9.72210000,10.2090000,8.8100000,4.5290000,7.8403800,2024-09-28,2023-12,2024-09-28;;;;
AU Mic b,AU Mic,b,0,1,3,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=ZICHER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.512.3060Z/abstract target=ref>Zicher et al. 2022</a>,8.46300000000,,,,11.70000000,11.70000000,0.03681232,Mass,0.970000,0.040000,,,,1,<a refstr=ZICHER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.512.3060Z/abstract target=ref>Zicher et al. 2022</a>,,3700.00,0.750000,0.500000,,,4.390000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500,9.72210000,10.2090000,8.8100000,4.5290000,7.8403800,2022-05-09,2022-05,2022-05-09;;;;
AU Mic b,AU Mic,b,0,1,3,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=PLAVCHAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020Natur.582..497P/abstract target=ref>Plavchan et al. 2020</a>,8.46321000000,0.0660000000,4.20337500,0.37500000,,57.20940000,0.18000000,Msini,4.400000,0.100000,,,,1,<a refstr=PLAVCHAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020Natur.582..497P/abstract target=ref>Plavchan et al. 2020</a>,,3700.00,0.750000,0.500000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500,9.72210000,10.2090000,8.8100000,4.5290000,7.8403800,2020-06-12,2020-06,2020-06-24;;;;
AU Mic b,AU Mic,b,0,1,3,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=DONATI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.525..455D/abstract target=ref>Donati et al. 2023</a>,8.46314270000,,,,10.20000000,10.20000000,0.03209279,Mass,,,,,,1,<a refstr=DONATI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.525..455D/abstract target=ref>Donati et al. 2023</a>,,3665.00,0.820000,0.600000,0.1200,[M/H],4.520000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500,9.72210000,10.2090000,8.8100000,4.5290000,7.8403800,2023-10-21,2023-10,2023-10-21;;;;
AU Mic b,AU Mic,b,0,1,3,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=HIRANO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...899L..13H/abstract target=ref>Hirano et al. 2020</a>,8.46321000000,,,,,,,,,0.000000,,,,1,<a refstr=HIRANO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...899L..13H/abstract target=ref>Hirano et al. 2020</a>,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500,9.72210000,10.2090000,8.8100000,4.5290000,7.8403800,2023-05-03,2020-08,2023-05-03;;;;
AU Mic c,AU Mic,c,0,1,3,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=MARTIOLI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A.177M/abstract target=ref>Martioli et al. 2021</a>,18.85901900000,0.1101000000,3.24000000,0.28905394,13.60000000,13.60000000,0.04279039,Mass,2.300000,0.000000,,454.00,89.00000,0,<a refstr=MARTIOLI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A.177M/abstract target=ref>Martioli et al. 2021</a>,,3700.00,0.750000,0.500000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500,9.72210000,10.2090000,8.8100000,4.5290000,7.8403800,2021-08-10,2021-05,2021-08-10;;;;
AU Mic c,AU Mic,c,0,1,3,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=GILBERT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..147G/abstract target=ref>Gilbert et al. 2022</a>,18.85898200000,0.1100000000,2.79000000,0.24890756,,,,,,0.130000,,,89.39000,0,<a refstr=GILBERT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..147G/abstract target=ref>Gilbert et al. 2022</a>,,,0.750000,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500,9.72210000,10.2090000,8.8100000,4.5290000,7.8403800,2022-05-09,2022-04,2022-05-09;;;;
AU Mic c,AU Mic,c,0,1,3,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=CALE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..295C/abstract target=ref>Cale et al. 2021</a>,18.85899100000,0.1101000000,,,9.60000000,9.60000000,0.03020498,Mass,1.220000,,,,,0,<a refstr=CALE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..295C/abstract target=ref>Cale et al. 2021</a>,,,,0.500000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500,9.72210000,10.2090000,8.8100000,4.5290000,7.8403800,2022-05-09,2021-12,2022-05-09;;;;
AU Mic c,AU Mic,c,0,1,3,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=DONATI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.525..455D/abstract target=ref>Donati et al. 2023</a>,18.85882000000,,,,14.20000000,14.20000000,0.04467820,Mass,,,,,,0,<a refstr=DONATI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.525..455D/abstract target=ref>Donati et al. 2023</a>,,3665.00,0.820000,0.600000,0.1200,[M/H],4.520000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500,9.72210000,10.2090000,8.8100000,4.5290000,7.8403800,2023-10-21,2023-10,2023-10-21;;;;
AU Mic c,AU Mic,c,1,1,3,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=WITTROCK_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..232W/abstract target=ref>Wittrock et al. 2023</a>,18.85969000000,0.1108000000,2.52202066,0.22500000,,,,,,0.003380,7.3000,459.00,89.22655,0,<a refstr=WITTROCK_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..232W/abstract target=ref>Wittrock et al. 2023</a>,,3678.00,0.744000,0.510000,0.2300,[Fe/H],4.404000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500,9.72210000,10.2090000,8.8100000,4.5290000,7.8403800,2024-09-28,2023-12,2024-09-28;;;;
AU Mic c,AU Mic,c,0,1,3,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=ZICHER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.512.3060Z/abstract target=ref>Zicher et al. 2022</a>,18.85901900000,,,,22.20000000,22.20000000,0.06984901,Mass,3.660000,0.041000,,,,0,<a refstr=ZICHER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.512.3060Z/abstract target=ref>Zicher et al. 2022</a>,,3700.00,0.750000,0.500000,,,4.390000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500,9.72210000,10.2090000,8.8100000,4.5290000,7.8403800,2022-05-09,2022-05,2022-05-09;;;;
AU Mic d,AU Mic,d,1,1,3,0,Transit Timing Variations,2023,Multiple Observatories,0,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=WITTROCK_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..232W/abstract target=ref>Wittrock et al. 2023</a>,12.73596000000,,,,1.05300000,1.05300000,0.00331000,Mass,,0.003050,,,89.31812,0,<a refstr=WITTROCK_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..232W/abstract target=ref>Wittrock et al. 2023</a>,,3678.00,0.744000,0.510000,0.2300,[Fe/H],4.404000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500,9.72210000,10.2090000,8.8100000,4.5290000,7.8403800,2024-10-03,2023-12,2024-10-03;;;;
BD+03 2562 b,BD+03 2562,b,1,1,1,0,Radial Velocity,2017,Multiple Observatories,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=VILLAVER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...606A..38V/abstract target=ref>Villaver et al. 2017</a>,481.90000000000,1.3000000000,,,,2034.11200000,6.40000000,Msini,,0.200000,,,,0,<a refstr=VILLAVER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...606A..38V/abstract target=ref>Villaver et al. 2017</a>,,4095.00,32.350000,1.140000,-0.7100,[Fe/H],1.890000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h50m15.53s,177.5647268,+02d45m36.39s,2.7601075,1070.63000000,10.7950000,9.5770000,6.0210000,8.9977000,2017-06-13,2017-10,2017-06-15;;;;
BD+05 4868 A b,BD+05 4868 A,b,1,2,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=HON_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250105431H/abstract target=ref>Hon et al. 2025</a>,1.27186900000,0.0208000000,,,6.20000000,6.20000000,0.01950738,Mass,,,,1820.00,,0,<a refstr=HON_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250105431H/abstract target=ref>Hon et al. 2025</a>,K V,4596.00,0.690000,0.700000,-0.0500,[Fe/H],4.600000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h47m26.74s,326.8614036,+06d36m19.15s,6.6053185,43.56870000,11.2120000,10.1580000,7.4480000,9.8415200,2025-03-21,2025-01,2025-03-21;;;;
BD+15 2375 b,BD+15 2375,b,1,1,1,0,Radial Velocity,2016,Roque de los Muchachos Observatory,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=NIEDZIELSKI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A..62N/abstract target=ref>Niedzielski et al. 2016</a>,153.22000000000,0.5760000000,,,,337.21763000,1.06100000,Msini,,0.001000,,,,0,<a refstr=NIEDZIELSKI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A..62N/abstract target=ref>Niedzielski et al. 2016</a>,,4649.00,8.950000,1.080000,-0.2200,[Fe/H],2.610000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h45m55.69s,176.4820239,+14d36m58.75s,14.6163182,768.04500000,11.3870000,10.4100000,7.7180000,9.9918000,2016-02-03,2016-04,2016-02-04;;;;
BD+20 594 b,BD+20 594,b,0,1,1,0,Transit,2016,K2,1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,41.68864400000,,2.35545351,0.21013949,,,,,,,,,89.52554,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5703.00,0.956122,0.963861,-0.0600,[Fe/H],4.380000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h34m36.27s,53.6511231,+20d35m56.47s,20.5990205,179.46100000,11.7650000,10.8490000,9.3680000,10.8644000,2018-04-25,2018-03,2018-02-15;;;;
BD+20 594 b,BD+20 594,b,1,1,1,0,Transit,2016,K2,1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,41.68550000000,,2.57807000,0.23000000,22.24810000,22.24810000,0.07000000,Mass,,0.000000,,,89.55000,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5766.00,1.080000,1.670000,-0.1500,[Fe/H],4.500000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h34m36.27s,53.6511231,+20d35m56.47s,20.5990205,179.46100000,11.7650000,10.8490000,9.3680000,10.8644000,2018-04-25,2017-03,2018-04-26;;;;
BD+20 594 b,BD+20 594,b,0,1,1,0,Transit,2016,K2,1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...830...43E/abstract target=ref>Espinoza et al. 2016</a>,41.68550000000,0.2410000000,2.23000000,0.19894727,16.30000000,16.30000000,0.05128528,Mass,7.890000,0.000000,,546.00,89.55000,0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...830...43E/abstract target=ref>Espinoza et al. 2016</a>,G,5766.00,0.928000,0.961000,-0.1500,[Fe/H],4.500000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h34m36.27s,53.6511231,+20d35m56.47s,20.5990205,179.46100000,11.7650000,10.8490000,9.3680000,10.8644000,2018-04-25,2016-10,2016-07-28;;;;
BD+45 564 b,BD+45 564,b,1,1,1,0,Radial Velocity,2021,Haute-Provence Observatory,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=DALAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...651A..11D/abstract target=ref>Dalal et al. 2021</a>,307.88000000000,0.8300000000,,,,432.24663352,1.36000000,Msini,,0.120000,,,2.57900,0,<a refstr=DALAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...651A..11D/abstract target=ref>Dalal et al. 2021</a>,K1,5004.00,,0.810000,-0.0900,[Fe/H],4.220000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h11m47.29s,32.9470485,+45d55m27.19s,45.9242187,53.62200000,10.5360000,9.6700000,7.5570000,9.4126600,2021-05-28,2021-07,2021-05-28;;;;
